Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,filtered_force_5,filtered_force_6,error_force,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6
16.400, -0.094, -0.826, 0.000, 1.000, 0.000, 1.000, 1.000, 0.118, 0.000, 1.000, 0.015, 0.012, 0.014, 0.018, 0.012, 0.016
16.420, -0.482, -0.753, 0.000, 1.000, 0.000, 1.000, 1.000, 0.039, 0.096, 1.000, 0.015, 0.012, 0.013, 0.018, 0.012, 0.016
16.440, -0.709, -0.726, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.012, 0.013, 0.018, 0.012, 0.016
16.460, -0.855, -0.615, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.012, 0.013, 0.017, 0.012, 0.016
16.480, -0.881, -0.535, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.015, 0.012, 0.013, 0.017, 0.013, 0.016
16.500, -0.882, -0.464, 0.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.015, 0.013, 0.013, 0.017, 0.013, 0.016
16.520, -0.877, -0.382, 0.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.015, 0.013, 0.013, 0.017, 0.013, 0.016
16.540, -0.871, -0.282, 0.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.013, 0.013, 0.017, 0.013, 0.016
16.560, -0.868, -0.118, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.013, 0.013, 0.016, 0.013, 0.017
16.580, -0.854, 0.088, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.013, 0.013, 0.016, 0.013, 0.017
16.600, -0.831, 0.341, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.012, 0.013, 0.016, 0.013, 0.017
16.620, -0.798, 0.596, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.013, 0.013, 0.016, 0.013, 0.017
16.640, -0.751, 0.771, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.013, 0.013, 0.016, 0.013, 0.017
16.660, -0.686, 0.857, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.013, 0.013, 0.016, 0.013, 0.017
